Antecedents,Consequents,Confidence,Lift,Classification
"6 RIBBONS RUSTIC CHARM, LUNCH BAG APPLE DESIGN",CHARLOTTE BAG APPLES DESIGN,0.7142857142857143,10.880952380952381,Best
"CHARLOTTE BAG SUKI DESIGN, STRAWBERRY CHARLOTTE BAG",6 RIBBONS RUSTIC CHARM,0.7142857142857143,6.945288753799392,Best
"BLUE POLKADOT CUP, PINK  POLKADOT PLATE, RED RETROSPOT PLATE",PINK  POLKADOT CUP,1.0,25.38888888888889,Best
"STRAWBERRY CHARLOTTE BAG, 6 RIBBONS RUSTIC CHARM",CHARLOTTE BAG SUKI DESIGN,1.0,21.761904761904763,Best
"PINK  POLKADOT CUP, BLUE POLKADOT CUP, RED RETROSPOT PLATE",PINK  POLKADOT PLATE,0.75,28.5625,Best
"PINK  POLKADOT CUP, PINK POLKADOT BOWL, PINK  POLKADOT PLATE",BLUE POLKADOT CUP,0.8333333333333334,17.310606060606062,Best
"BLUE POLKADOT CUP, PINK POLKADOT BOWL, PINK  POLKADOT PLATE",PINK  POLKADOT CUP,1.0,25.38888888888889,Best
"CHOCOLATE BOX RIBBONS, 6 RIBBONS RUSTIC CHARM",REGENCY CAKESTAND 3 TIER,0.7,5.0777777777777775,Best
"CHOCOLATE BOX RIBBONS, REGENCY CAKESTAND 3 TIER",6 RIBBONS RUSTIC CHARM,0.875,8.507978723404255,Best
"BLUE POLKADOT CUP, PINK POLKADOT BOWL","PINK  POLKADOT CUP, PINK  POLKADOT PLATE",0.7142857142857143,36.269841269841265,Best
"PINK POLKADOT BOWL, PINK  POLKADOT PLATE","PINK  POLKADOT CUP, BLUE POLKADOT CUP",0.8333333333333334,31.736111111111114,Best
"JUMBO STORAGE BAG SUKI, 6 RIBBONS RUSTIC CHARM",CHOCOLATE BOX RIBBONS,1.0,26.88235294117647,Best
"PINK  POLKADOT CUP, RED RETROSPOT PLATE","RED RETROSPOT CUP, BLUE POLKADOT CUP",0.7777777777777777,22.215277777777775,Best
"CHOCOLATE BOX RIBBONS, JUMBO STORAGE BAG SUKI",6 RIBBONS RUSTIC CHARM,0.7142857142857143,6.945288753799392,Best
"RED RETROSPOT CUP, BLUE POLKADOT CUP, PINK  POLKADOT PLATE",PINK  POLKADOT CUP,1.0,25.38888888888889,Best
"CHILDRENS CUTLERY DOLLY GIRL, 6 RIBBONS RUSTIC CHARM",ROUND SNACK BOXES SET OF4 WOODLAND,0.8333333333333334,3.4002976190476195,Best
"PINK  POLKADOT CUP, BLUE POLKADOT CUP, PINK  POLKADOT PLATE",RED RETROSPOT CUP,0.75,10.7109375,Best
"RED RETROSPOT CUP, PINK  POLKADOT PLATE","PINK  POLKADOT CUP, BLUE POLKADOT CUP",0.8571428571428571,32.64285714285714,Best
"BLUE POLKADOT CUP, PINK  POLKADOT PLATE","RED RETROSPOT CUP, PINK  POLKADOT CUP",0.75,24.482142857142858,Best
"PINK  POLKADOT CUP, BLUE POLKADOT CUP, PINK  POLKADOT PLATE",RED RETROSPOT PLATE,0.75,16.321428571428573,Best
"PINK  POLKADOT CUP, RED RETROSPOT PLATE, PINK  POLKADOT PLATE",BLUE POLKADOT CUP,1.0,20.772727272727273,Best
"RED RETROSPOT CUP, PINK  POLKADOT CUP, PINK  POLKADOT PLATE",BLUE POLKADOT CUP,0.8571428571428571,17.805194805194805,Best
"RED RETROSPOT CUP, BLUE POLKADOT CUP, PINK  POLKADOT PLATE",RED RETROSPOT PLATE,0.8333333333333334,18.134920634920636,Best
"RED RETROSPOT CUP, RED RETROSPOT PLATE, PINK  POLKADOT PLATE",BLUE POLKADOT CUP,1.0,20.772727272727273,Best
"6 RIBBONS RUSTIC CHARM, CARD CIRCUS PARADE",SPACEBOY LUNCH BOX,0.8333333333333334,8.102836879432624,Best
"BLUE HARMONICA IN BOX, 6 RIBBONS RUSTIC CHARM",ROUND SNACK BOXES SET OF4 WOODLAND,0.8888888888888888,3.626984126984127,Best
"BLUE POLKADOT CUP, ROUND SNACK BOXES SET OF4 WOODLAND, SPACEBOY LUNCH BOX",RED RETROSPOT CUP,1.0,14.28125,Best
"BLUE POLKADOT CUP, SPACEBOY LUNCH BOX","RED RETROSPOT CUP, ROUND SNACK BOXES SET OF4 WOODLAND",1.0,26.88235294117647,Best
"RED RETROSPOT CUP, PINK  POLKADOT CUP, BLUE POLKADOT PLATE",RED RETROSPOT PLATE,1.0,21.761904761904763,Best
"RED RETROSPOT CUP, PINK  POLKADOT CUP, RED RETROSPOT PLATE",BLUE POLKADOT PLATE,0.75,26.365384615384613,Best
"RED RETROSPOT CUP, RED RETROSPOT PLATE, BLUE POLKADOT PLATE",PINK  POLKADOT CUP,0.8571428571428571,21.76190476190476,Best
"PINK  POLKADOT CUP, RED RETROSPOT PLATE, BLUE POLKADOT PLATE",RED RETROSPOT CUP,1.0,14.28125,Best
"RED RETROSPOT CUP, ROUND SNACK BOXES SET OF4 WOODLAND, SPACEBOY LUNCH BOX",BLUE POLKADOT CUP,0.7142857142857143,14.837662337662337,Best
"RED RETROSPOT CUP, BLUE POLKADOT PLATE","PINK  POLKADOT CUP, RED RETROSPOT PLATE",0.75,38.08333333333333,Best
"RED  HARMONICA IN BOX, 6 RIBBONS RUSTIC CHARM",BLUE HARMONICA IN BOX,0.8888888888888888,18.464646464646464,Best
"PINK  POLKADOT CUP, BLUE POLKADOT PLATE","RED RETROSPOT CUP, RED RETROSPOT PLATE",0.8571428571428571,27.979591836734695,Best
"RED RETROSPOT PLATE, BLUE POLKADOT PLATE","RED RETROSPOT CUP, PINK  POLKADOT CUP",0.75,24.482142857142858,Best
"RED SPOT CERAMIC DRAWER KNOB, RED STRIPE CERAMIC DRAWER KNOB, BLUE STRIPE CERAMIC DRAWER KNOB",BLUE SPOT CERAMIC DRAWER KNOB,0.8333333333333334,29.294871794871796,Best
"6 RIBBONS RUSTIC CHARM, CARD CIRCUS PARADE",BLUE HARMONICA IN BOX,0.8333333333333334,17.310606060606062,Best
"BLUE HARMONICA IN BOX, CARD CIRCUS PARADE",6 RIBBONS RUSTIC CHARM,1.0,9.72340425531915,Best
"BLUE SPOT CERAMIC DRAWER KNOB, RED SPOT CERAMIC DRAWER KNOB, BLUE STRIPE CERAMIC DRAWER KNOB",RED STRIPE CERAMIC DRAWER KNOB,0.8333333333333334,18.134920634920636,Best
"BLUE HARMONICA IN BOX, 6 RIBBONS RUSTIC CHARM",RED  HARMONICA IN BOX,0.8888888888888888,19.34391534391534,Best
"PINK  POLKADOT CUP, BLUE POLKADOT CUP, PINK POLKADOT BOWL",PINK  POLKADOT PLATE,0.8333333333333334,31.736111111111114,Best
"RED RETROSPOT CUP, BLUE POLKADOT CUP, SPACEBOY LUNCH BOX",ROUND SNACK BOXES SET OF4 WOODLAND,1.0,4.080357142857143,Best
"BLUE POLKADOT CUP, ROUND SNACK BOXES SET OF 4 FRUITS","RED RETROSPOT CUP, ROUND SNACK BOXES SET OF4 WOODLAND",0.7142857142857143,19.201680672268907,Best
"SPACEBOY LUNCH BOX, CARD CIRCUS PARADE",6 RIBBONS RUSTIC CHARM,0.7142857142857143,6.945288753799392,Best
"BLUE POLKADOT CUP, PINK  POLKADOT PLATE, RED RETROSPOT PLATE",RED RETROSPOT CUP,0.8333333333333334,11.901041666666668,Best
"RED RETROSPOT CUP, PINK  POLKADOT PLATE","BLUE POLKADOT CUP, RED RETROSPOT PLATE",0.7142857142857143,29.675324675324674,Best
"6 RIBBONS RUSTIC CHARM, CARD CIRCUS PARADE",ROUND SNACK BOXES SET OF4 WOODLAND,1.0,4.080357142857143,Best
"RED RETROSPOT CUP, RED RETROSPOT BOWL, BLUE POLKADOT CUP",RED RETROSPOT PLATE,0.8571428571428571,18.653061224489793,Best
"ROBOT BIRTHDAY CARD, 6 RIBBONS RUSTIC CHARM",CARD CIRCUS PARADE,0.7142857142857143,19.201680672268907,Best
"6 RIBBONS RUSTIC CHARM, CARD CIRCUS PARADE",ROBOT BIRTHDAY CARD,0.8333333333333334,25.388888888888893,Best
"BLUE HARMONICA IN BOX, SPACEBOY LUNCH BOX",6 RIBBONS RUSTIC CHARM,0.75,7.292553191489362,Best
"ROBOT BIRTHDAY CARD, CARD CIRCUS PARADE",6 RIBBONS RUSTIC CHARM,1.0,9.72340425531915,Best
"RED RETROSPOT BOWL, BLUE POLKADOT CUP, RED RETROSPOT PLATE",RED RETROSPOT CUP,1.0,14.28125,Best
"6 RIBBONS RUSTIC CHARM, CARD CIRCUS PARADE",RED  HARMONICA IN BOX,1.0,21.761904761904763,Best
"RED  HARMONICA IN BOX, CARD CIRCUS PARADE",6 RIBBONS RUSTIC CHARM,1.0,9.72340425531915,Best
"RED RETROSPOT BOWL, BLUE POLKADOT CUP","RED RETROSPOT CUP, RED RETROSPOT PLATE",0.8571428571428571,27.979591836734695,Best
"RED RETROSPOT BOWL, RED RETROSPOT PLATE","RED RETROSPOT CUP, BLUE POLKADOT CUP",1.0,28.5625,Best
"RED RETROSPOT CUP, BLUE POLKADOT CUP, ROUND SNACK BOXES SET OF 4 FRUITS",ROUND SNACK BOXES SET OF4 WOODLAND,0.7142857142857143,2.914540816326531,Best
"BLUE POLKADOT CUP, ROUND SNACK BOXES SET OF 4 FRUITS, ROUND SNACK BOXES SET OF4 WOODLAND",RED RETROSPOT CUP,1.0,14.28125,Best
"RED RETROSPOT CUP, RED RETROSPOT BOWL, RED RETROSPOT PLATE",BLUE POLKADOT CUP,1.0,20.772727272727273,Best
"ROUND SNACK BOXES SET OF4 WOODLAND, RED  HARMONICA IN BOX, CARD CIRCUS PARADE",BLUE HARMONICA IN BOX,0.8333333333333334,17.310606060606062,Best
"ROUND SNACK BOXES SET OF4 WOODLAND, BLUE POLKADOT PLATE","RED RETROSPOT CUP, BLUE POLKADOT CUP",0.8333333333333334,23.802083333333336,Best
"RED RETROSPOT CUP, ROUND SNACK BOXES SET OF4 WOODLAND, BLUE POLKADOT PLATE",BLUE POLKADOT CUP,1.0,20.772727272727273,Best
"RED RETROSPOT CUP, PINK  POLKADOT CUP, BLUE POLKADOT BOWL",RED RETROSPOT PLATE,0.8333333333333334,18.134920634920636,Best
"STRAWBERRY CERAMIC TRINKET BOX, 6 RIBBONS RUSTIC CHARM",PLASTERS IN TIN WOODLAND ANIMALS,0.7142857142857143,5.1814058956916105,Best
"PLASTERS IN TIN WOODLAND ANIMALS, STRAWBERRY CERAMIC TRINKET BOX",6 RIBBONS RUSTIC CHARM,0.8333333333333334,8.102836879432624,Best
"RED RETROSPOT CUP, BLUE POLKADOT BOWL, RED RETROSPOT PLATE",PINK  POLKADOT CUP,0.7142857142857143,18.134920634920633,Best
"PINK  POLKADOT CUP, BLUE POLKADOT BOWL, RED RETROSPOT PLATE",RED RETROSPOT CUP,0.8333333333333334,11.901041666666668,Best
"PINK  POLKADOT CUP, BLUE POLKADOT BOWL","RED RETROSPOT CUP, RED RETROSPOT PLATE",0.7142857142857143,23.316326530612248,Best
"6 RIBBONS RUSTIC CHARM, SET OF 5 PANCAKE DAY MAGNETS",PLASTERS IN TIN WOODLAND ANIMALS,0.8333333333333334,6.044973544973545,Best
"PLASTERS IN TIN WOODLAND ANIMALS, SET OF 5 PANCAKE DAY MAGNETS",6 RIBBONS RUSTIC CHARM,1.0,9.72340425531915,Best
"RED RETROSPOT CUP, RED RETROSPOT BOWL, RED RETROSPOT PLATE",BLUE POLKADOT BOWL,0.8333333333333334,25.388888888888893,Best
"RED RETROSPOT CUP, BLUE POLKADOT BOWL, RED RETROSPOT PLATE",RED RETROSPOT BOWL,0.7142857142857143,19.201680672268907,Best
"RED RETROSPOT BOWL, BLUE POLKADOT BOWL, RED RETROSPOT PLATE",RED RETROSPOT CUP,1.0,14.28125,Best
"STRAWBERRY CERAMIC TRINKET BOX, 6 RIBBONS RUSTIC CHARM",PLASTERS IN TIN CIRCUS PARADE,0.7142857142857143,6.159029649595688,Best
"RED RETROSPOT BOWL, RED RETROSPOT PLATE","RED RETROSPOT CUP, BLUE POLKADOT BOWL",0.8333333333333334,31.736111111111114,Best
"PLASTERS IN TIN CIRCUS PARADE, STRAWBERRY CERAMIC TRINKET BOX",6 RIBBONS RUSTIC CHARM,1.0,9.72340425531915,Best
"RED RETROSPOT CUP, RED RETROSPOT BOWL, ROUND SNACK BOXES SET OF 4 FRUITS",BLUE POLKADOT BOWL,1.0,30.46666666666667,Best
"BLUE POLKADOT BOWL, BLUE POLKADOT PLATE","RED RETROSPOT CUP, ROUND SNACK BOXES SET OF 4 FRUITS",0.7142857142857143,29.675324675324674,Best
"ROUND SNACK BOXES SET OF 4 FRUITS, BLUE POLKADOT PLATE","RED RETROSPOT CUP, BLUE POLKADOT BOWL",0.8333333333333334,31.736111111111114,Best
"REGENCY CAKESTAND 3 TIER, RED  HARMONICA IN BOX",6 RIBBONS RUSTIC CHARM,0.7142857142857143,6.945288753799392,Best
"ROUND SNACK BOXES SET OF 4 FRUITS, BLUE POLKADOT BOWL, BLUE POLKADOT PLATE",RED RETROSPOT CUP,1.0,14.28125,Best
"RED RETROSPOT CUP, BLUE POLKADOT BOWL, BLUE POLKADOT PLATE",RED RETROSPOT BOWL,0.8333333333333334,22.401960784313726,Best
"RED RETROSPOT BOWL, BLUE POLKADOT BOWL, BLUE POLKADOT PLATE",RED RETROSPOT CUP,1.0,14.28125,Best
"RED  HARMONICA IN BOX, SPACEBOY LUNCH BOX",6 RIBBONS RUSTIC CHARM,0.75,7.292553191489362,Best
"RED RETROSPOT BOWL, BLUE POLKADOT PLATE","RED RETROSPOT CUP, BLUE POLKADOT BOWL",1.0,38.083333333333336,Best
"BLUE POLKADOT BOWL, BLUE POLKADOT PLATE","RED RETROSPOT CUP, RED RETROSPOT BOWL",0.7142857142857143,27.202380952380953,Best
"RED  HARMONICA IN BOX, 6 RIBBONS RUSTIC CHARM",ROUND SNACK BOXES SET OF4 WOODLAND,0.8888888888888888,3.626984126984127,Best
"RED RETROSPOT CUP, BLUE POLKADOT BOWL, BLUE POLKADOT PLATE",RED RETROSPOT PLATE,0.8333333333333334,18.134920634920636,Best
"RED RETROSPOT CUP, ROUND SNACK BOXES SET OF 4 FRUITS, BLUE POLKADOT BOWL",RED RETROSPOT BOWL,0.7142857142857143,19.201680672268907,Best
"RED RETROSPOT CUP, BLUE POLKADOT BOWL, RED RETROSPOT PLATE",BLUE POLKADOT PLATE,0.7142857142857143,25.10989010989011,Best
"RED RETROSPOT PLATE, BLUE POLKADOT BOWL, BLUE POLKADOT PLATE",RED RETROSPOT CUP,0.8333333333333334,11.901041666666668,Best
"BLUE POLKADOT BOWL, BLUE POLKADOT PLATE","RED RETROSPOT CUP, RED RETROSPOT PLATE",0.7142857142857143,23.316326530612248,Best
"RED RETROSPOT CUP, ROUND SNACK BOXES SET OF 4 FRUITS, BLUE POLKADOT BOWL",BLUE POLKADOT PLATE,0.7142857142857143,25.10989010989011,Best
"RED RETROSPOT CUP, ROUND SNACK BOXES SET OF 4 FRUITS, BLUE POLKADOT PLATE",BLUE POLKADOT BOWL,1.0,30.46666666666667,Best
"RED RETROSPOT CUP, BLUE POLKADOT BOWL, BLUE POLKADOT PLATE",ROUND SNACK BOXES SET OF 4 FRUITS,0.8333333333333334,5.289351851851852,Best
"ROBOT BIRTHDAY CARD, 6 RIBBONS RUSTIC CHARM",RED  HARMONICA IN BOX,0.7142857142857143,15.54421768707483,Best
"ROBOT BIRTHDAY CARD, RED  HARMONICA IN BOX",6 RIBBONS RUSTIC CHARM,0.8333333333333334,8.102836879432624,Best
"RED RETROSPOT CUP, RED RETROSPOT PLATE, BLUE POLKADOT PLATE",BLUE POLKADOT BOWL,0.7142857142857143,21.761904761904763,Best
"RED RETROSPOT BOWL, ROUND SNACK BOXES SET OF 4 FRUITS, BLUE POLKADOT BOWL",RED RETROSPOT CUP,1.0,14.28125,Best
"RED RETROSPOT BOWL, ROUND SNACK BOXES SET OF 4 FRUITS","RED RETROSPOT CUP, BLUE POLKADOT BOWL",1.0,38.083333333333336,Best
"RED RETROSPOT CUP, ROUND SNACK BOXES SET OF 4 FRUITS, BLUE POLKADOT BOWL",ROUND SNACK BOXES SET OF4 WOODLAND,0.7142857142857143,2.914540816326531,Best
"RED RETROSPOT BOWL, BLUE POLKADOT CUP","RED RETROSPOT CUP, BLUE POLKADOT PLATE",0.7142857142857143,40.80357142857143,Best
"RED RETROSPOT BOWL, BLUE POLKADOT PLATE","RED RETROSPOT CUP, BLUE POLKADOT CUP",1.0,28.5625,Best
"RED RETROSPOT CUP, BLUE POLKADOT CUP, BLUE POLKADOT PLATE",RED RETROSPOT PLATE,0.8571428571428571,18.653061224489793,Best
"RED RETROSPOT CUP, RED RETROSPOT PLATE, BLUE POLKADOT PLATE",BLUE POLKADOT CUP,0.8571428571428571,17.805194805194805,Best
"BLUE POLKADOT CUP, BLUE POLKADOT PLATE, RED RETROSPOT PLATE",RED RETROSPOT CUP,1.0,14.28125,Best
"RED RETROSPOT CUP, BLUE POLKADOT PLATE","BLUE POLKADOT CUP, RED RETROSPOT PLATE",0.75,31.159090909090907,Best
"GUMBALL COAT RACK, 6 RIBBONS RUSTIC CHARM",REGENCY CAKESTAND 3 TIER,0.875,6.347222222222222,Best
"RED RETROSPOT BOWL, BLUE POLKADOT CUP, BLUE POLKADOT PLATE",RED RETROSPOT CUP,1.0,14.28125,Best
"RED RETROSPOT PLATE, BLUE POLKADOT PLATE","RED RETROSPOT CUP, BLUE POLKADOT CUP",0.75,21.421875,Best
"RED RETROSPOT CUP, BLUE POLKADOT CUP, BLUE POLKADOT PLATE",ROUND SNACK BOXES SET OF 4 FRUITS,0.7142857142857143,4.533730158730158,Best
"RED RETROSPOT CUP, ROUND SNACK BOXES SET OF 4 FRUITS, BLUE POLKADOT PLATE",BLUE POLKADOT CUP,1.0,20.772727272727273,Best
"BLUE POLKADOT CUP, ROUND SNACK BOXES SET OF 4 FRUITS, BLUE POLKADOT PLATE",RED RETROSPOT CUP,1.0,14.28125,Best
"CHOCOLATE BOX RIBBONS, 6 RIBBONS RUSTIC CHARM",SCANDINAVIAN REDS RIBBONS,0.7,15.233333333333333,Best
"BLUE POLKADOT CUP, ROUND SNACK BOXES SET OF 4 FRUITS","RED RETROSPOT CUP, BLUE POLKADOT PLATE",0.7142857142857143,40.80357142857143,Best
"ROUND SNACK BOXES SET OF 4 FRUITS, BLUE POLKADOT PLATE","RED RETROSPOT CUP, BLUE POLKADOT CUP",0.8333333333333334,23.802083333333336,Best
"RED RETROSPOT CUP, BLUE POLKADOT CUP, BLUE POLKADOT PLATE",ROUND SNACK BOXES SET OF4 WOODLAND,0.7142857142857143,2.914540816326531,Best
"RED RETROSPOT CUP, BLUE POLKADOT CUP, ROUND SNACK BOXES SET OF 4 FRUITS",BLUE POLKADOT PLATE,0.7142857142857143,25.10989010989011,Best
"BLUE POLKADOT CUP, ROUND SNACK BOXES SET OF4 WOODLAND, BLUE POLKADOT PLATE",RED RETROSPOT CUP,1.0,14.28125,Best
"GUMBALL COAT RACK, 6 RIBBONS RUSTIC CHARM",SPACEBOY LUNCH BOX,0.75,7.292553191489362,Best
"RED RETROSPOT CUP, RED RETROSPOT BOWL, BLUE POLKADOT PLATE",BLUE POLKADOT CUP,1.0,20.772727272727273,Best
"RED RETROSPOT CUP, ROUND SNACK BOXES SET OF4 WOODLAND, BLUE POLKADOT BOWL",ROUND SNACK BOXES SET OF 4 FRUITS,0.8333333333333334,5.289351851851852,Best
"ROUND SNACK BOXES SET OF 4 FRUITS, BLUE POLKADOT BOWL, ROUND SNACK BOXES SET OF4 WOODLAND",RED RETROSPOT CUP,0.8333333333333334,11.901041666666668,Best
"PLASTERS IN TIN CIRCUS PARADE, 6 RIBBONS RUSTIC CHARM",REGENCY CAKESTAND 3 TIER,0.8181818181818182,5.935064935064935,Best
"RED RETROSPOT CUP, PINK  POLKADOT CUP, BLUE POLKADOT PLATE",BLUE POLKADOT CUP,0.8333333333333334,17.310606060606062,Best
"RED TOADSTOOL LED NIGHT LIGHT, 6 RIBBONS RUSTIC CHARM",PLASTERS IN TIN CIRCUS PARADE,0.75,6.466981132075472,Best
"RED RETROSPOT CUP, BLUE POLKADOT CUP, BLUE POLKADOT PLATE",PINK  POLKADOT CUP,0.7142857142857143,18.134920634920633,Best
"PINK  POLKADOT CUP, BLUE POLKADOT CUP, BLUE POLKADOT PLATE",RED RETROSPOT CUP,0.8333333333333334,11.901041666666668,Best
"RED RETROSPOT CUP, BLUE POLKADOT CUP, BLUE POLKADOT PLATE",RED RETROSPOT BOWL,0.7142857142857143,19.201680672268907,Best
"PINK  POLKADOT CUP, BLUE POLKADOT PLATE","RED RETROSPOT CUP, BLUE POLKADOT CUP",0.7142857142857143,20.401785714285715,Best
"PINK  POLKADOT CUP, RED RETROSPOT PLATE, BLUE POLKADOT PLATE",BLUE POLKADOT CUP,0.8333333333333334,17.310606060606062,Best
"BLUE POLKADOT CUP, BLUE POLKADOT PLATE, RED RETROSPOT PLATE",PINK  POLKADOT CUP,0.8333333333333334,21.15740740740741,Best
"6 RIBBONS RUSTIC CHARM, LUNCH BAG APPLE DESIGN",ROUND SNACK BOXES SET OF4 WOODLAND,0.7142857142857143,2.914540816326531,Best
"PINK  POLKADOT CUP, BLUE POLKADOT PLATE","BLUE POLKADOT CUP, RED RETROSPOT PLATE",0.7142857142857143,29.675324675324674,Best
"JUMBO BAG RED RETROSPOT, 6 RIBBONS RUSTIC CHARM",JUMBO BAG PINK POLKADOT,0.8333333333333334,23.802083333333336,Best
"JUMBO BAG PINK POLKADOT, 6 RIBBONS RUSTIC CHARM",JUMBO BAG RED RETROSPOT,1.0,12.694444444444445,Best
"RED RETROSPOT CUP, RED RETROSPOT BOWL, BLUE POLKADOT CUP",BLUE POLKADOT PLATE,0.7142857142857143,25.10989010989011,Best
"PINK  POLKADOT CUP, BLUE POLKADOT CUP, BLUE POLKADOT PLATE",RED RETROSPOT PLATE,0.8333333333333334,18.134920634920636,Best
"BLUE SPOT CERAMIC DRAWER KNOB, RED STRIPE CERAMIC DRAWER KNOB, BLUE STRIPE CERAMIC DRAWER KNOB",RED SPOT CERAMIC DRAWER KNOB,0.8333333333333334,27.202380952380956,Best
"PLASTERS IN TIN WOODLAND ANIMALS, ALARM CLOCK BAKELIKE PINK, REGENCY CAKESTAND 3 TIER",RED TOADSTOOL LED NIGHT LIGHT,1.0,10.386363636363637,Best
"JAM MAKING SET PRINTED, REGENCY SUGAR BOWL GREEN",ALARM CLOCK BAKELIKE PINK,1.0,14.28125,Best
"6 RIBBONS RUSTIC CHARM, CARD CIRCUS PARADE","RED  HARMONICA IN BOX, SPACEBOY LUNCH BOX",0.8333333333333334,47.60416666666667,Best
"RED RETROSPOT BOWL, RED RETROSPOT PLATE",BLUE POLKADOT BOWL,0.8333333333333334,25.388888888888893,Best
"ROBOT BIRTHDAY CARD, ROUND SNACK BOXES SET OF4 WOODLAND, CARD CIRCUS PARADE",6 RIBBONS RUSTIC CHARM,1.0,9.72340425531915,Best
"RED RETROSPOT BOWL, BLUE POLKADOT BOWL",RED RETROSPOT CUP,1.0,14.28125,Best
"ROBOT BIRTHDAY CARD, 6 RIBBONS RUSTIC CHARM, CARD CIRCUS PARADE",ROUND SNACK BOXES SET OF4 WOODLAND,1.0,4.080357142857143,Best
"6 RIBBONS RUSTIC CHARM, ROUND SNACK BOXES SET OF4 WOODLAND, CARD CIRCUS PARADE",ROBOT BIRTHDAY CARD,0.8333333333333334,25.388888888888893,Best
"ROBOT BIRTHDAY CARD, ROUND SNACK BOXES SET OF4 WOODLAND, 6 RIBBONS RUSTIC CHARM",CARD CIRCUS PARADE,0.8333333333333334,22.401960784313726,Best
"ROBOT BIRTHDAY CARD, CARD CIRCUS PARADE","ROUND SNACK BOXES SET OF4 WOODLAND, 6 RIBBONS RUSTIC CHARM",1.0,28.5625,Best
"PINK POLKADOT BOWL, BLUE POLKADOT BOWL",RED RETROSPOT CUP,0.8571428571428571,12.241071428571429,Best
"6 RIBBONS RUSTIC CHARM, CARD CIRCUS PARADE","ROBOT BIRTHDAY CARD, ROUND SNACK BOXES SET OF4 WOODLAND",0.8333333333333334,42.31481481481482,Best
"ROBOT BIRTHDAY CARD, 6 RIBBONS RUSTIC CHARM","ROUND SNACK BOXES SET OF4 WOODLAND, CARD CIRCUS PARADE",0.7142857142857143,27.202380952380953,Best
"SPACEBOY LUNCH BOX, ROUND SNACK BOXES SET OF4 WOODLAND, CARD CIRCUS PARADE",6 RIBBONS RUSTIC CHARM,0.7142857142857143,6.945288753799392,Best
"6 RIBBONS RUSTIC CHARM, SPACEBOY LUNCH BOX, CARD CIRCUS PARADE",ROUND SNACK BOXES SET OF4 WOODLAND,1.0,4.080357142857143,Best
"6 RIBBONS RUSTIC CHARM, ROUND SNACK BOXES SET OF4 WOODLAND, CARD CIRCUS PARADE",SPACEBOY LUNCH BOX,0.8333333333333334,8.102836879432624,Best
"PINK  POLKADOT CUP, BLUE POLKADOT BOWL",RED RETROSPOT PLATE,0.8571428571428571,18.653061224489793,Best
"RED  HARMONICA IN BOX, CARD CIRCUS PARADE","6 RIBBONS RUSTIC CHARM, SPACEBOY LUNCH BOX",0.8333333333333334,38.083333333333336,Best
"SPACEBOY LUNCH BOX, CARD CIRCUS PARADE","RED  HARMONICA IN BOX, 6 RIBBONS RUSTIC CHARM",0.7142857142857143,36.269841269841265,Best
"6 RIBBONS RUSTIC CHARM, RED  HARMONICA IN BOX, SPACEBOY LUNCH BOX",CARD CIRCUS PARADE,0.8333333333333334,22.401960784313726,Best
"RED RETROSPOT BOWL, ROUND SNACK BOXES SET OF 4 FRUITS",BLUE POLKADOT BOWL,1.0,30.46666666666667,Best
"BLUE POLKADOT BOWL, ROUND SNACK BOXES SET OF4 WOODLAND",RED RETROSPOT CUP,0.75,10.7109375,Best
"RED  HARMONICA IN BOX, CARD CIRCUS PARADE","ROBOT BIRTHDAY CARD, 6 RIBBONS RUSTIC CHARM",0.8333333333333334,54.40476190476191,Best
"6 RIBBONS RUSTIC CHARM, CARD CIRCUS PARADE","ROBOT BIRTHDAY CARD, RED  HARMONICA IN BOX",0.8333333333333334,63.47222222222223,Best
"ROBOT BIRTHDAY CARD, RED  HARMONICA IN BOX","6 RIBBONS RUSTIC CHARM, CARD CIRCUS PARADE",0.8333333333333334,63.47222222222223,Best
"ROBOT BIRTHDAY CARD, 6 RIBBONS RUSTIC CHARM","RED  HARMONICA IN BOX, CARD CIRCUS PARADE",0.7142857142857143,54.404761904761905,Best
"ROUND SNACK BOXES SET OF 4 FRUITS, BLUE POLKADOT BOWL",RED RETROSPOT CUP,0.875,12.49609375,Best
"ROUND SNACK BOXES SET OF4 WOODLAND, RED  HARMONICA IN BOX, CARD CIRCUS PARADE",6 RIBBONS RUSTIC CHARM,1.0,9.72340425531915,Best
"SPACEBOY LUNCH BOX, CARD CIRCUS PARADE","ROUND SNACK BOXES SET OF4 WOODLAND, 6 RIBBONS RUSTIC CHARM",0.7142857142857143,20.401785714285715,Best
"6 RIBBONS RUSTIC CHARM, ROUND SNACK BOXES SET OF4 WOODLAND, CARD CIRCUS PARADE",RED  HARMONICA IN BOX,1.0,21.761904761904763,Best
"ROUND SNACK BOXES SET OF4 WOODLAND, RED  HARMONICA IN BOX, 6 RIBBONS RUSTIC CHARM",CARD CIRCUS PARADE,0.75,20.16176470588235,Best
"BLUE POLKADOT BOWL, RED RETROSPOT PLATE",RED RETROSPOT CUP,0.7777777777777777,11.107638888888888,Best
"RED  HARMONICA IN BOX, CARD CIRCUS PARADE","ROUND SNACK BOXES SET OF4 WOODLAND, 6 RIBBONS RUSTIC CHARM",1.0,28.5625,Best
